compendium_hospital_id,ccn,hospital_name,hospital_street,hospital_city,hospital_state,hospital_zip,acutehosp_flag,health_sys_id,health_sys_name,health_sys_city,health_sys_state,esri_score,hk_number_of_discharges,hk_excess_readmission_ratio,hk_predicted_readmission_rate,hk_expected_readmission_rate,hk_number_of_readmissions,cabg_number_of_discharges,cabg_excess_readmission_ratio,cabg_predicted_readmission_rate,cabg_expected_readmission_rate,cabg_number_of_readmissions,ami_number_of_discharges,ami_excess_readmission_ratio,ami_predicted_readmission_rate,ami_expected_readmission_rate,ami_number_of_readmissions,hf_number_of_discharges,hf_excess_readmission_ratio,hf_predicted_readmission_rate,hf_expected_readmission_rate,hf_number_of_readmissions,copd_number_of_discharges,copd_excess_readmission_ratio,copd_predicted_readmission_rate,copd_expected_readmission_rate,copd_number_of_readmissions,pn_number_of_discharges,pn_excess_readmission_ratio,pn_predicted_readmission_rate,pn_expected_readmission_rate,pn_number_of_readmissions,in_hrrp,hospital_county,hospital_lon,hospital_lat,hk_excess_readmission_ratio_median,cabg_excess_readmission_ratio_median,ami_excess_readmission_ratio_median,hf_excess_readmission_ratio_median,copd_excess_readmission_ratio_median,pn_excess_readmission_ratio_median
CHSP00008044,113032,Healthsouth Rehabilitation Hospital,2101 Newnan Crossing Blvd E,Newnan,GA,30265,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Coweta,-84.752235,33.362619,,,,,,
CHSP00001142,113301,Scottish Rite Childrens Medical Ctr,1001 Johnson Ferry Rd,Atlanta,GA,30342,1,HSI00000209,Childrens Healthcare of Atlanta,Atlanta,GA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Fulton,-84.353246,33.907519,,,,,,
CHSP00007933,114015,Coliseum Center For Behavioral Health,340 Hospital Dr,Macon,GA,31217,0,HSI00000492,HCA Healthcare,Nashville,TN,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Bibb,-83.620235,32.845997,1.1382,1.0792,1.0503,1.0566,1.0216,1.04095
CHSP00006888,114023,The Bradley Center,2000 16th Ave,Columbus,GA,31901,0,HSI00000584,Lifepoint Health,Brentwood,TN,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Muscogee,-84.968538,32.481684,1.1359,1.0629,1.0275,1.0094500000000002,0.9857,1.0083
CHSP00008241,114037,Ridgeview Institute Monroe,709 Breedlove Dr,Monroe,GA,30655,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Walton,-83.720234,33.783088,,,,,,
CHSP00008130,125003,Kula Hospital,100 Keokea Pl,Kula,HI,96790,0,HSI00000536,Kaiser Permanente,Oakland,CA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Maui,-156.3585770558138,20.70223324425673,,,0.9455,1.03315,1.007,1.00115
CHSP00008134,125023,Lanai Community Hospital,628 7th St,Lanai City,HI,96763,0,HSI00000536,Kaiser Permanente,Oakland,CA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Maui,-156.91728192860697,20.82694722934596,,,0.9455,1.03315,1.007,1.00115
CHSP00008269,125029,Samuel Mahelona Memorial Hospital,4800 Kawaihau Rd,Kapaa,HI,96746,0,HSI00000454,Hawaii Health Systems Corporation,Honolulu,HI,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Kauai,-159.31410335761083,22.087671992277723,,,,1.00435,1.0117,0.9486
CHSP00008037,125032,Hale Hoola Hamakua,45-547 Plumeria St,Honokaa,HI,96727,0,HSI00000454,Hawaii Health Systems Corporation,Honolulu,HI,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Hawaii,-155.47049327148872,20.07639637646681,,,,1.00435,1.0117,0.9486
CHSP00008178,127019,North Hawaii Community Hospital,67-1125 Mamalahoa Hwy,Kamuela,HI,96743,1,HSI00001087,The Queens Health Systems,Honolulu,HI,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Hawaii,-155.66567422997898,20.02300239508963,,0.8592,1.0198,0.99945,0.9371,0.93935
CHSP00007912,133993,Cascade Medical Center,402 Lake Cascade Pkwy,Cascade,ID,83611,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Valley,-116.049044,44.517945,,,,,,
CHSP00008256,134016,Safe Haven Hospital,1200 Hospital Way,Pocatello,ID,83201,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Bannock,-112.417222,42.867936,,,,,,
CHSP00008293,135111,State Hospital South,700 E Alice St,Blackfoot,ID,83221,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Bingham,-112.335008,43.186603,,,,,,
CHSP00008008,137058,Franklin County Medical Center,44 N 1st E,Preston,ID,83263,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Franklin,-111.873973,42.09723,,,,,,
CHSP00007885,137069,Bear Lake Memorial Hospital,164 S 5th St,Montpelier,ID,83254,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Bear Lake,-111.300844,42.316507,,,,,,
CHSP00008192,137077,Oneida County Hospital,150 N 200 W,Malad City,ID,83252,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Oneida,-112.250664,42.189364,,,,,,
CHSP00004603,140051,Northshore University Health System,9600 Gross Point Rd,Skokie,IL,60076,1,HSI00000756,NorthShore University Health System,Evanston,IL,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cook,-87.739473,42.055765,0.9272,0.9667,0.9887,1.0407,0.9624,1.0753
CHSP00005236,140094,Presence Saints Mary And Elizabeth Medical Center,1431 N Claremont Ave,Chicago,IL,60622,1,HSI00000055,Ascension Health,Saint Louis,MO,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cook,-87.685871,41.907098,0.98255,1.0454,0.9983,0.9865,0.9888,0.9754
CHSP00005364,142012,Rml Health Providers Lp,3435 W Van Buren St,Chicago,IL,60624,0,HSI00001277,Advocate Aurora Health,Downers Grove,IL,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cook,-87.712008,41.875378,1.0007,1.0185,1.0038,0.93655,0.9957,0.9691
CHSP00008367,143404,Warner Hospital And Health Services,422 W White St,Clinton,IL,61727,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,De Witt,-88.964663,40.148916,,,,,,
CHSP00008267,143413,Salem Township Hospital,1201 Ricker Rd,Salem,IL,62881,0,HSI00000070,BJC Healthcare,Saint Louis,MO,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Marion,-88.947527,38.641459,1.052,0.9719,1.0199,1.01815,1.0095,1.0418
CHSP00008194,143445,Osf Saint Luke Medical Center,1051 W South St,Kewanee,IL,61443,1,HSI00000776,OSF Healthcare System,Peoria,IL,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Henry,-89.94834,41.222146,1.1658,1.2226,0.9734,1.00915,1.00305,1.0396999999999998
CHSP00008166,143981,Morrison Community Hospital District,303 N Jackson St,Morrison,IL,61270,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Whiteside,-89.956651,41.809096,,,,,,
CHSP00008156,147202,Mason Hospital District,615 N Promenade St,Havana,IL,62644,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Mason,-90.056085,40.305312,,,,,,
CHSP00007864,147315,Anna Hospital Corp,517 N Main St,Anna,IL,62906,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Union,-89.24508,37.465077,,,,,,
CHSP00008038,147450,Hammond Henry Hospital,600 N College Ave,Geneseo,IL,61254,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Henry,-90.158375,41.460188,,,,,,
CHSP00008235,147486,Red Bud Illinois Company Llc,325 Spring St,Red Bud,IL,62278,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Randolph,-89.996445,38.209248,,,,,,
CHSP00008003,147612,Fairfield Memorial Hospital,303 Nw 11th St,Fairfield,IL,62837,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Wayne,-88.374474,38.381098,,,,,,
CHSP00008288,147694,Sparta Community Hospital,818 E Broadway St,Sparta,IL,62286,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Randolph,-89.692337,38.124382,,,,,,
CHSP00002087,150003,Franciscan Health Lafayette Central,1501 Hartford St,Lafayette,IN,47904,1,HSI00000375,Franciscan Health,Mishawaka,IN,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Tippecanoe,-86.881108,40.427723,0.8778,1.0085,1.077,0.9934,0.9818,0.99745
CHSP00007370,15004F,Va Northern Indiana Health Care System Marion Campus,1700 E 38th St,Marion,IN,46953,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Grant,-85.637201,40.523698,,,,,,
CHSP00002089,150090,Franciscan Health- Dyer,24 Joliet St,Dyer,IN,46311,1,HSI00000375,Franciscan Health,Mishawaka,IN,100.0,,,,,,,,,,,114.0,0.9918,17.0896,17.2301,19.0,340.0,0.9934,22.4828,22.6329,76.0,265.0,1.0504,21.7316,20.6894,62.0,272.0,0.9971,18.0911,18.1439,49.0,1,Lake,-87.523965,41.494292,0.8778,1.0085,1.077,0.9934,0.9818,0.99745
CHSP00001361,150154,Community Heart And Vascular Hospital,8075 N Shadeland Ave,Indianapolis,IN,46250,0,HSI00000248,Community Health Network,Indianapolis,IN,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Marion,-86.046057,39.901972,1.1293,1.1224,1.037,1.0319,1.0087,0.94
CHSP00003236,152018,Kindred Hospital Northern Indiana,215 W 4th St,Mishawaka,IN,46544,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,St. Joseph,-86.182248,41.659063,,,,,,
CHSP00007937,153043,Community Health Network Rehab Hosp,7343 Clearvista Dr,Indianapolis,IN,46256,0,HSI00000248,Community Health Network,Indianapolis,IN,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Marion,-86.038298,39.899664,1.1293,1.1224,1.037,1.0319,1.0087,0.94
CHSP00001624,154042,Deaconess Cross Pointe,7200 E Indiana St,Evansville,IN,47715,0,HSI00000305,Deaconess Health System,Evansville,IN,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Vanderburgh,-87.465812,37.977745,1.0972,,0.9908,1.0272,1.0371,1.0296
CHSP00008203,154060,Park Center  Inc.,1909 Carew St,Fort Wayne,IN,46805,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Allen,-85.108043,41.093631,,,,,,
CHSP00007871,154062,Assurance Health,2725 Enterprise Dr,Anderson,IN,46013,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Madison,-85.725273,40.038261,,,,,,
CHSP00007870,154064,Assurance Health Indianapolis,900 N High School Rd,Indianapolis,IN,46214,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Marion,-86.272691,39.777967,,,,,,
CHSP00008225,157078,Pulaski Memorial Hospital,616 E 13th St,Winamac,IN,46996,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Pulaski,-86.595934,41.057302,,,,,,
CHSP00007909,157117,Cameron Memorial Community Hospital Inc,416 E Maumee St,Angola,IN,46703,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Steuben,-84.99479,41.634879,,,,,,
CHSP00008209,157177,Perry County Memorial Hospital,8885 State Road 237,Tell City,IN,47586,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Perry,-86.729606,37.968675,,,,,,
CHSP00001435,162002,Continuing Care Hospital At St. Luke,1026 A Ave Ne,Cedar Rapids,IA,52402,0,HSI00000152,Christus Health,Irving,TX,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Linn,-91.660482,41.985387,0.9699,0.9908,1.0169,0.9793,0.9805,0.95325
CHSP00008368,162324,Wayne County Hospital,417 S East St,Corydon,IA,50060,0,HSI00000183,Catholic Health Initiatives,Englewood,CO,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Wayne,-93.312262,40.754666,1.0045,0.92075,0.988,0.9852,0.98875,0.9649
CHSP00008201,167049,Palo Alto County Health System,3201 1st St,Emmetsburg,IA,50536,1,HSI00001106,Trinity Health,Livonia,MI,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Palo Alto,-94.691389,43.119212,0.968,0.9726,0.9899,0.9894,0.9902,0.9923
CHSP00008363,167119,Veterans Memorial Hospital,40 1st St Se,Waukon,IA,52172,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Allamakee,-91.474373,43.26878,,,,,,
CHSP00007894,167146,Burgess Health Center,1600 Diamond St,Onawa,IA,51040,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Monona,-96.105519,42.025759,,,,,,
CHSP00008238,167156,Regional Medical Center,709 W Main St,Manchester,IA,52057,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Delaware,-91.46677,42.483913,,,,,,
CHSP00008295,167162,Stewart Memorial Community Hospital,1301 W Main St,Lake City,IA,51449,1,HSI00001146,Unitypoint Health,West Des Moines,IA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Calhoun,-94.746398,42.267256,0.992,0.7551,0.9148,0.9894,0.98905,0.9616
CHSP00008110,167165,Ida County Iowa Community Hospital,701 E 2nd St,Ida Grove,IA,51445,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Ida,-95.45883,42.337131,,,,,,
CHSP00008379,167190,Winneshiek Medical Center,901 Montgomery St,Decorah,IA,52101,1,HSI00000631,Mayo Clinic,Rochester,MN,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Winneshiek,-91.771234,43.29454,0.99095,0.9505,0.9356,0.9457,0.97505,1.00225
CHSP00007636,170192,Wesley Woodlawn Hospital And Er,2610 N Woodlawn Blvd,Wichita,KS,67220,1,HSI00000492,HCA Healthcare,Nashville,TN,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sedgwick,-97.262304,37.731744,1.1382,1.0792,1.0503,1.0566,1.0216,1.04095
CHSP00002523,171366,Harper District Hospital,700 W 13th St,Harper,KS,67058,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Harper,-98.033014,37.2837,,,,,,
CHSP00008294,173446,Stevens County Hospital,1006 S Jackson St,Hugoton,KS,67951,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Stevens,-101.349742,37.171233,,,,,,
CHSP00007944,174020,Cottonwood Springs,13351 S Arapaho Dr,Olathe,KS,66062,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Johnson,-94.768793,38.88585,,,,,,
CHSP00008010,174021,Freedom Behavioral Of Topeka,1334 Sw Buchanan St,Topeka,KS,66604,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Shawnee,-95.693083,39.041269,,,,,,
CHSP00008009,177176,Fredonia Regional Hospital,1527 Madison St,Fredonia,KS,66736,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Wilson,-95.813739,37.533684,,,,,,
CHSP00007872,177181,Atchison Hospital,800 Ravenhill Dr,Atchison,KS,66002,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Atchison,-95.122148,39.538067,,,,,,
CHSP00008030,177243,Greenwood County Hospital,100 W 16th St,Eureka,KS,67045,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Greenwood,-96.294167,37.835375,,,,,,
CHSP00008053,177270,Hiawatha Community Hospital,300 Utah St,Hiawatha,KS,66434,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Brown,-95.530968,39.851829,,,,,,
CHSP00008246,177272,Rural Health Resources Of Jackson County,1110 Columbine Dr,Holton,KS,66436,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Jackson,-95.750018,39.479686,,,,,,
CHSP00008334,177282,Trego County Lemke Memorial Hospital,320 N 13th St,Wakeeney,KS,67672,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Trego,-99.871582,39.027088,,,,,,
CHSP00008292,177295,Stafford County Hospital,502 S Buckeye St,Stafford,KS,67578,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Stafford,-98.596076,37.956782,,,,,,
CHSP00008247,17E619,Russell Regional Hospital,200 S Main St,Russell,KS,67665,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Russell,-98.859295,38.882901,,,,,,
CHSP00007280,180151,Good Samaritan Hospital,310 S Limestone,Lexington,KY,40508,1,HSI00001174,University of Kentucky Healthcare,Lexington,KY,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Fayette,-84.501372,38.04328,,0.8203,1.0886,1.0567,0.9922,1.0486
CHSP00008369,183427,Wayne County Hospital Inc,166 Hospital St,Monticello,KY,42633,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Wayne,-84.867222,36.82008,,,,,,
CHSP00004601,184006,Northkey Comm Care,502 Farrell Dr,Covington,KY,41011,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Kenton,-84.529567,39.049075,,,,,,
CHSP00008128,185361,Kindred Hospital Louisville,1313 Saint Anthony Pl,Louisville,KY,40204,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Jefferson,-85.731878,38.242158,,,,,,
CHSP00008336,187159,Trigg County Hospital Inc,254 Main St,Cadiz,KY,42211,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Trigg,-87.821659,36.867137,,,,,,
CHSP00007916,18G007,Central State Hospital,10510 La Grange Rd,Louisville,KY,40223,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Jefferson,-85.557969,38.270791,,,,,,
CHSP00007975,190003,Dauterive Hospital,600 N Lewis St,New Iberia,LA,70563,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Iberia,-91.795606,30.007648,,,,,,
CHSP00000049,190078,Acadian Medical Center,3501 Highway 190,Eunice,LA,70535,1,HSI00000584,Lifepoint Health,Brentwood,TN,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,St. Landry,-92.38785,30.495074,1.1359,1.0629,1.0275,1.0094500000000002,0.9857,1.0083
CHSP00004766,190135,Ochsner Baptist Medical Center,2700 Napoleon Ave,New Orleans,LA,70115,1,HSI00000780,Ochsner Health System,New Orleans,LA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Orleans,-90.103342,29.937658,1.0325,,0.9832,1.02435,1.0057,0.9669
CHSP00004773,190175,Ochsner Medical Complex River Parishes,1900 W Airline Hwy,La Place,LA,70068,1,HSI00000780,Ochsner Health System,New Orleans,LA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,St. John the Baptist,-90.502981,30.073955,1.0325,,0.9832,1.02435,1.0057,0.9669
CHSP00003389,190177,Lakeview - Nicu    Traditional (Xix),95 Judge Tanner Blvd,Covington,LA,70433,1,HSI00000492,HCA Healthcare,Nashville,TN,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,St. Tammany,-90.081245,30.409825,1.1382,1.0792,1.0503,1.0566,1.0216,1.04095
CHSP00007085,190182,Tulane Lakeside Hospital,4700 S I 10 Service Rd W,Metairie,LA,70001,1,HSI00000492,HCA Healthcare,Nashville,TN,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Jefferson,-90.186669,29.996766,1.1382,1.0792,1.0503,1.0566,1.0216,1.04095
CHSP00008193,190191,Opelousas General Health System South Campus,3983 I 49 S Service Rd,Opelousas,LA,70570,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,St. Landry,-92.078162,30.472111,,,,,,
CHSP00007804,190196,Womens And Childrens Hospital Inc,4600 Ambassador Caffery Pkwy,Lafayette,LA,70508,1,HSI00000492,HCA Healthcare,Nashville,TN,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Lafayette,-92.045243,30.153878,1.1382,1.0792,1.0503,1.0566,1.0216,1.04095
CHSP00008389,190205,Womens And Childrens Hospital,2810 Ambassador Caffery Pkwy,Lafayette,LA,70506,1,HSI00000562,Lafayette General Health,Lafayette,LA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Lafayette,-92.075295,30.19833,0.9753,1.1077,0.9606,0.9798,0.999,0.9311
CHSP00007518,190236,Willis-Knighton Bossier,2400 Hospital Dr,Bossier City,LA,71111,1,HSI00001263,Willis-Knighton Health System,Shreveport,LA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Bossier,-93.718107,32.558953,0.8982,0.771,0.9921,1.0207000000000002,0.9989,0.914
CHSP00005638,190257,Ruston Surgical Center,1118 S Farmerville St,Ruston,LA,71270,0,HSI00000152,Christus Health,Irving,TX,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Lincoln,-92.630894,32.517477,0.9699,0.9908,1.0169,0.9793,0.9805,0.95325
CHSP00002226,190261,Glenwood Surgical Center,1275 Glenwood Dr,West Monroe,LA,71291,0,HSI00001037,Steward Health Care System,Dallas,TX,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Ouachita,-92.149605,32.501559,1.2733,1.07865,1.0373,1.06115,0.9931,1.0114
CHSP00004771,190275,Ochsner Medical Center West Bank,2500 Belle Chasse Hwy,Terrytown,LA,70056,1,HSI00000780,Ochsner Health System,New Orleans,LA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Jefferson,-90.026862,29.885334,1.0325,,0.9832,1.02435,1.0057,0.9669
CHSP00006255,19047F,Southeast Louisiana Va Health Care System,2400 Canal St,New Orleans,LA,70119,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Orleans,-90.084454,29.963445,,,,,,
CHSP00003515,192011,Lifecare Hospitals  Llc,1666 E Bert Kouns Industrial Loop,Shreveport,LA,71105,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Caddo,-93.71291,32.431406,,,,,,
CHSP00007021,193034,Touro Infirmary Rehabilitation Center,1401 Foucher St,New Orleans,LA,70115,0,HSI00000555,LCMC Health System,New Orleans,LA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Jefferson,-90.092848,29.925416,,,1.0594,0.9932,0.96875,0.9975
CHSP00007932,193098,Cobalt Rehab Hospital New Orleans,3801 Bienville St,New Orleans,LA,70119,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Orleans,-90.096567,29.974525,,,,,,
CHSP00000045,194078,Optima Specialty Hospital,1131 Rue Du Belier,Lafayette,LA,70506,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Lafayette,-92.088949,30.185433,,,,,,
CHSP00008133,194113,Lake Pines Hospital,3639 Loyola Dr,Kenner,LA,70065,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Jefferson,-90.269047,30.029895,,,,,,
CHSP00008243,194114,River Place Behavioral Health,500 Rue De Sante,La Place,LA,70068,0,HSI00000780,Ochsner Health System,New Orleans,LA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,St. John the Baptist,-90.515944,30.073204,1.0325,,0.9832,1.02435,1.0057,0.9669
CHSP00008364,195150,Villa Feliciana Medical Complex,5002 Highway 10,Jackson,LA,70748,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,East Feliciana,-91.157676,30.829706,,,,,,
CHSP00008258,195159,Saint Francis Specialty Hospital,309 Jackson St,Monroe,LA,71201,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Ouachita,-92.114703,32.499586,,,,,,
CHSP00008190,197119,Ochsner Bayou Llc,4608 Highway 1,Raceland,LA,70394,1,HSI00000780,Ochsner Health System,New Orleans,LA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Lafourche,-90.564183,29.703416,1.0325,,0.9832,1.02435,1.0057,0.9669
CHSP00007907,207071,Calais Regional Hospital,24 Hospital Ln,Calais,ME,4619,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Washington,-67.269491,45.179623,,,,,,
CHSP00008139,215033,Levindale Hebrew Geriatric Center And Hospital Inc,2434 W Belvedere Ave,Baltimore,MD,21215,0,HSI00000582,LifeBridge Health,Baltimore,MD,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Baltimore,-76.665069,39.353301,0.8728,0.8682,0.9702,0.9327,0.9817,0.9375
CHSP00003617,220082,Lowell General Hospital Saints Campus,1 Hospital Dr,Lowell,MA,1852,1,HSI00000598,Lowell General Hospital,Lowell,MA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Middlesex,-71.301191,42.645708,0.8809,,0.977,1.0815,1.1646,1.1086
CHSP00004150,220089,Metrowest Medical Center,67 Union St,Natick,MA,1760,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Middlesex,-71.335377,42.280353,1.1091,1.0965,1.0289,1.0204,1.0127,1.0009
CHSP00008280,220153,Soldiers Home In Holyoke,110 Cherry St,Holyoke,MA,1040,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Hampden,-72.640472,42.198831,,,,,,
CHSP00002721,220174,Holy Family Hospital At Merrimack Valley,140 Lincoln Ave,Haverhill,MA,1830,1,HSI00001037,Steward Health Care System,Dallas,TX,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Essex,-71.045055,42.765156,1.2733,1.07865,1.0373,1.06115,0.9931,1.0114
CHSP00003244,222045,Curahealth Boston,1515 Commonwealth Ave,Brighton,MA,2135,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Suffolk,-71.14185,42.34662,,,,,,
CHSP00008265,222319,Saint Vincent Hospital,123 Summer St,Worcester,MA,1608,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Worcester,-71.797,42.264657,1.1091,1.0965,1.0289,1.0204,1.0127,1.0009
CHSP00008351,223504,Umass Memorial Medical Center,119 Belmont St,Worcester,MA,1605,1,HSI00001122,UMass Memorial Health Care,Worcester,MA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Worcester,-71.792253,42.272946,1.0579,0.8414,1.1036,1.0315,1.0758,1.027
CHSP00008054,224042,High Point Hospital,52 Oak St,Middleboro,MA,2346,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Plymouth,-70.914609,41.894379,,,,,,
